saleid|itemid|customerid|storeid|time|qty|pricerange
225|98|2|55|67|1|5
385|106|195|22|46|13|5
783|86|180|29|67|46|5
790|73|24|71|67|40|4
122|119|59|19|42|22|4
206|102|161|60|61|37|4
931|13|118|20|63|45|1 
929|88|59|20|58|23|5
873|86|2|89|49|5|1 
370|85|59|13|80|19|5
