saleid|itemid|customerid|storeid|time|qty|pricerange
17886|8371|5903|36|73|42|1 
36372|8455|12578|85|61|40|1 
46552|13126|18415|97|61|15|1 
5667|8372|8397|31|82|36|2
75999|12702|953|33|34|20|1 
18744|8006|1624|98|16|49|1 
9852|13877|9991|19|32|20|1 
69008|8088|7436|54|68|46|3
35204|9077|6061|2|73|5|4
82667|12550|9391|95|73|29|1 
65824|8289|8397|55|41|12|1 
15734|10044|16719|64|73|15|2
40200|6446|4288|66|3|21|1 
62908|11752|8696|6|95|39|4
63253|10319|8397|92|73|15|1 
55434|6775|13908|37|73|11|1 
67789|8994|15510|92|39|42|4
71821|13504|17880|86|73|37|2
61186|10143|3487|10|80|3|1 
12236|8658|19831|59|79|9|1 
37875|12943|1031|52|50|8|1 
20767|13093|17503|11|68|4|1 
5575|8810|8806|56|31|20|1 
99307|12091|3438|33|12|3|1 
92840|7867|8397|12|73|41|1 
65571|8545|8478|59|73|19|1 
59039|7230|8397|68|79|45|2
58676|9095|1146|28|73|25|5
78692|9879|14914|23|71|19|1 
34155|7406|15031|51|73|50|1 
68590|7391|12552|42|73|33|1 
39228|8176|17005|43|73|46|1 
83542|11152|12582|92|16|29|2
44640|6874|19689|32|61|8|2
8091|8536|13161|55|74|45|1 
26062|10588|880|41|40|41|1 
8704|9990|16868|89|96|44|1 
59122|3964|6202|52|73|50|1 
26442|9174|4191|69|73|21|4
65900|13004|8397|4|73|47|1 
6985|18744|17880|18|73|34|2
84313|11845|16868|73|73|31|5
66063|12960|2838|10|73|23|1 
79064|11740|5746|100|73|1|5
67922|10650|16973|6|73|3|1 
38194|8923|15529|33|65|2|1 
58552|10444|16694|31|27|50|1 
17305|10684|14629|12|97|3|2
68507|7394|8397|66|73|46|1 
18647|9865|17880|61|73|5|2
4229|10580|1194|13|32|1|1 
78293|13004|17193|80|94|10|1 
5818|7707|13529|10|73|35|5
78720|10643|5746|44|73|7|1 
10653|10744|7390|57|78|3|1 
1054|8053|8397|10|73|12|2
14952|11913|7475|55|36|19|3
46277|11331|4973|3|73|4|2
72588|8132|16868|61|73|12|1 
62550|9640|761|76|89|1|2
24910|13815|8397|64|73|29|4
17954|9395|5746|79|73|21|1 
87493|9109|4640|77|73|48|1 
60561|11846|7013|24|97|33|2
84614|8163|19159|2|92|13|2
8138|10484|3412|23|72|15|1 
51079|1861|8397|23|6|3|1 
49106|10675|3930|44|73|22|2
80399|11271|5189|8|73|43|4
70250|8034|19445|74|73|13|1 
97236|10885|16868|69|73|7|1 
75030|8364|5151|42|73|5|5
53376|8483|8397|67|73|38|1 
20806|7299|17370|19|79|20|1 
14303|9564|11211|84|73|36|5
32927|8769|19072|23|73|49|1 
7889|9026|5696|44|73|11|3
71202|8622|309|45|16|15|2
35711|12167|19338|3|92|36|4
98532|10720|4288|87|73|15|1 
17061|12805|8397|49|73|20|1 
27903|11652|16268|64|73|5|1 
75062|10330|18858|12|48|6|3
41054|7106|19557|28|23|35|2
27207|9997|8865|82|15|21|1 
68359|13002|8397|15|73|3|5
81546|9723|16|59|92|37|5
74701|11209|5746|23|97|50|2
98067|9603|5746|61|73|26|1 
44594|11545|17853|6|32|46|1 
42674|7382|8397|3|73|27|4
91143|11434|3575|42|95|22|1 
82543|10355|8397|45|73|17|1 
10551|10158|15234|25|73|43|4
58247|11330|5746|43|95|14|1 
6595|8195|3412|2|73|40|2
46064|8401|2093|68|73|33|3
99915|8155|5746|26|79|16|2
66414|10084|3065|95|70|24|1 
19201|11508|13929|42|66|14|1 
74945|8899|12994|37|31|5|1 
2277|16427|5163|67|73|45|3
6630|9098|2924|32|73|26|2
39941|6622|12128|91|48|1|2
51670|11119|14616|8|22|22|1 
27413|9473|8397|39|16|43|4
97553|11373|8397|8|5|12|2
29174|11080|18262|54|73|13|1 
40997|8307|6765|30|73|47|1 
27769|10517|8397|67|73|10|1 
29211|7041|5746|22|73|12|1 
54750|11097|4476|48|34|12|5
28361|10338|19445|19|36|3|2
13096|4186|817|93|10|22|1 
30189|10706|13802|77|72|22|4
40074|9987|15742|50|79|4|1 
26628|10730|17585|31|73|47|1 
65163|10868|8397|77|73|50|5
3586|8799|11950|28|97|35|1 
32881|7248|8910|33|16|31|3
27610|9545|6517|48|29|27|2
3431|10217|799|76|73|8|1 
75989|6127|8397|13|63|18|1 
6824|11039|6149|42|32|22|1 
64739|12109|5942|42|73|39|2
3340|10027|9991|35|73|10|1 
66887|9399|1663|43|73|18|2
56215|9645|15901|18|73|5|2
22528|9480|8397|65|37|32|1 
26214|13034|13709|7|16|47|2
80764|8889|14329|76|95|10|5
79515|8109|15191|64|73|12|1 
3974|8802|7919|97|26|15|5
91983|12650|17795|69|81|42|1 
57631|10789|11653|16|41|32|1 
86387|8220|5135|15|73|32|1 
23417|12750|960|84|73|43|1 
11144|7045|8397|46|73|5|2
60023|10545|10706|33|73|36|1 
33185|7894|8397|86|73|30|1 
76247|7070|19305|13|23|7|1 
49980|11963|5180|55|73|30|3
61212|6501|18843|66|73|11|1 
20912|12979|10745|67|73|41|1 
2800|7680|17956|37|73|14|2
80124|6356|10986|9|73|8|1 
73165|8533|9991|99|95|45|2
2586|8704|15830|15|73|48|4
33187|12995|5746|72|92|42|1 
97671|8148|12575|40|57|6|1 
35817|12976|7507|11|73|15|1 
97198|11785|14329|31|31|37|1 
76438|8083|2142|75|73|27|2
44934|8140|6091|13|73|25|3
3541|9068|6061|93|73|20|1 
32341|8137|16719|88|73|3|1 
33518|8979|5746|13|29|50|3
40566|8722|5696|40|92|43|2
31725|11623|2920|78|95|23|1 
72225|9580|17496|42|73|24|2
24152|8545|8397|24|92|1|1 
7397|8568|11937|9|73|12|1 
89625|11855|6155|43|1|14|1 
81946|10051|2915|47|73|46|3
85065|8822|14125|97|97|47|2
83937|13160|17880|38|73|9|1 
92430|17882|7198|94|47|29|3
33681|8867|8989|11|65|31|1 
19517|10437|8397|59|73|5|1 
71760|11919|6402|49|73|33|1 
47953|8948|5912|5|73|34|5
478|9055|5746|50|73|30|1 
44459|6738|18249|56|73|40|3
92952|9256|5912|39|16|24|3
54287|8209|8397|34|61|37|1 
80738|7629|5746|100|82|44|4
6784|9567|3184|92|73|34|1 
42956|9820|10921|71|73|6|1 
14812|7624|8397|33|90|20|2
96743|10844|7969|53|50|9|4
28977|10657|8397|83|73|47|2
64007|9266|2415|86|73|3|5
35948|10067|18799|60|73|22|1 
79489|7170|3364|88|73|36|1 
90224|10963|8397|99|73|5|4
7429|13585|16584|96|61|26|3
39623|6704|15404|36|73|44|1 
59109|10985|17531|28|73|31|1 
42778|8939|4973|26|73|28|1 
17224|6319|6150|90|89|16|4
62367|11958|10121|77|73|4|1 
19666|11986|10702|93|73|33|1 
99209|10286|8397|8|16|20|2
58496|11887|7390|73|4|22|1 
92170|13981|1328|36|73|32|1 
76112|10088|16868|86|63|31|3
48427|9265|8397|100|73|7|2
10858|9876|8397|12|73|38|1 
78653|10971|4973|34|71|17|2
96161|8707|18180|5|6|24|1 
77574|8578|5163|91|73|39|1 
60749|11741|16719|5|95|38|1 
42365|7013|5622|68|73|1|1 
12525|8342|8397|13|23|32|5
98280|10509|8397|15|15|2|1 
24506|9053|8397|95|73|35|1 
48007|12949|5696|24|95|10|5
33137|13371|17880|62|73|43|1 
16511|11953|26|30|73|31|1 
13933|16952|4345|61|50|17|1 
13045|7426|5142|13|28|48|1 
12240|7264|14258|37|73|10|1 
52902|13279|8397|80|5|13|1 
63066|9246|9884|99|59|33|3
8108|11035|9873|96|73|9|1 
24650|11855|5696|30|73|45|4
55326|11208|18585|92|73|33|2
48579|8721|1987|2|56|14|3
55552|12587|14697|32|87|31|1 
82891|13704|163|95|73|28|1 
11558|8159|5746|80|73|41|3
30029|8647|11034|36|73|4|1 
71956|8090|7331|37|92|47|2
40410|8042|8397|33|73|37|2
30633|10934|4973|85|73|1|1 
37781|13877|1601|100|4|38|1 
92526|10300|16807|61|73|13|1 
80003|11252|5746|88|27|11|1 
78958|13072|4233|6|32|33|4
13565|11119|9929|89|73|50|2
61268|6765|13562|74|16|18|1 
87660|8428|8210|42|92|15|3
20113|3589|18749|12|73|12|1 
60371|8887|11673|33|32|20|1 
17918|11247|3438|58|73|47|1 
95967|8770|4288|54|73|18|3
87714|8491|8397|99|73|4|1 
68722|10829|8397|1|73|9|1 
67544|7133|16421|69|73|28|5
64265|9157|8397|53|73|8|1 
35360|9682|5696|81|49|3|1 
68789|7540|4846|88|50|3|1 
54149|3954|16868|13|73|40|1 
29936|6841|5696|100|95|5|1 
41334|8101|8397|73|73|18|3
20392|7867|16719|74|73|23|1 
61789|6321|8397|23|73|27|1 
64008|11568|6573|17|73|36|2
68891|12221|9278|82|29|18|1 
19426|11774|6397|58|73|9|1 
91047|8500|12465|59|73|35|2
64511|9645|10027|2|94|49|1 
41754|10525|8397|2|92|39|1 
72669|5722|783|31|73|45|1 
47239|8931|10880|63|73|10|2
33560|13257|16589|12|63|4|2
40527|8081|11452|33|73|18|1 
10592|7682|1328|82|59|25|1 
51298|7960|5746|97|73|32|1 
33087|11376|19424|71|34|25|3
76328|9516|15526|37|73|49|1 
67286|6632|8397|85|72|7|5
39726|6661|3589|25|73|18|3
8386|7270|8397|45|73|7|1 
54754|8514|10702|1|73|20|2
70890|10445|14984|38|73|41|1 
32763|13228|16589|33|48|9|2
6487|13810|2079|12|95|8|1 
19255|7848|7725|27|73|32|5
89217|10468|5746|72|73|40|5
5390|8731|5746|82|76|36|1 
24053|12346|18236|80|41|37|5
21406|10947|2298|48|61|25|2
8115|8176|19971|21|73|45|1 
33662|7928|15875|8|73|36|5
9557|16573|1399|15|29|46|1 
44650|10975|4087|25|73|25|1 
15105|8788|17715|63|13|29|4
31796|6181|15760|98|34|8|1 
82618|11753|4973|16|73|40|1 
55427|10968|8397|69|31|15|1 
4465|11370|5746|23|73|22|1 
85880|10732|9097|1|73|47|1 
67284|9056|13073|25|73|29|1 
80976|9867|8397|90|73|7|1 
54497|13702|16901|30|73|48|5
84774|8213|9868|62|73|10|1 
27462|13914|5534|13|34|5|1 
22480|13468|16650|48|55|47|4
29723|4879|16868|26|73|5|1 
22945|12683|8397|15|79|15|1 
25624|8085|8397|56|32|44|1 
62747|9276|19644|42|73|27|1 
12696|10558|8397|27|73|41|1 
40834|10985|18148|13|35|20|1 
41041|9332|7079|44|73|15|1 
71139|10431|18264|8|73|28|2
10341|10532|17880|69|73|25|4
77031|13032|1424|12|35|42|4
78269|9186|15968|50|73|1|2
24586|11026|14616|20|73|10|1 
65379|9165|15403|8|95|29|1 
36466|9913|12485|66|14|1|2
48085|8581|10701|51|73|44|1 
22852|10879|11035|70|70|4|2
19920|10999|5746|23|92|40|1 
10439|11592|5746|81|73|10|1 
39501|11908|5912|15|95|21|1 
28516|11498|7462|83|92|34|3
34615|13917|19194|100|73|14|1 
21722|8992|18942|66|73|7|2
23504|11580|5746|80|73|23|1 
66329|8033|8034|91|73|28|4
2517|7768|8397|38|73|4|5
54155|11507|6885|41|41|29|2
25678|14941|8397|11|5|25|2
33820|6273|3438|61|73|22|5
52097|469|3875|53|32|32|1 
51275|9891|11658|26|73|5|1 
15996|13187|13439|55|73|31|1 
1316|10560|14277|65|92|8|2
36843|12097|8397|74|32|11|1 
80520|7313|10601|21|19|50|2
44732|7797|15|89|73|5|3
41064|10032|18135|80|95|38|4
15041|7431|5746|53|73|7|1 
29212|10744|7475|83|73|46|1 
25314|7382|14065|46|73|34|1 
60280|18738|5978|89|73|32|1 
1814|9128|2020|53|73|37|3
42047|9465|17853|22|73|44|2
48474|11422|4450|21|29|20|3
11656|10227|17989|64|73|38|1 
37521|10697|2682|27|16|26|1 
15834|10116|13420|87|73|33|1 
83473|6317|16719|91|73|45|4
13467|9635|2511|19|48|12|1 
83878|767|16802|63|73|33|1 
72480|10678|8397|10|73|2|1 
2059|9082|5746|47|33|32|4
51744|13300|12552|26|97|37|1 
64524|7568|17993|50|79|26|1 
52520|11264|5746|88|73|35|1 
39995|11609|8397|3|73|7|1 
44347|9976|5746|89|73|38|2
82788|11259|5746|98|97|15|1 
79395|12594|8397|81|73|10|1 
83464|11521|8397|37|73|11|1 
76001|8864|18415|85|12|11|1 
89355|10343|3098|33|73|50|1 
40802|8864|7475|32|73|49|2
75409|11688|12516|25|73|6|1 
77992|8682|15297|11|32|37|3
44984|10248|14236|12|73|28|1 
77927|12411|5746|88|84|8|2
17377|1393|667|63|73|27|2
11000|7004|15199|93|73|48|1 
94330|12819|11212|99|31|30|1 
70609|11845|10702|64|79|8|4
71997|11876|15366|85|92|25|5
13267|11925|4450|71|73|48|4
26476|9824|17880|9|16|24|2
94831|11502|18888|55|73|42|3
94099|7079|11968|40|70|44|1 
14240|6862|8397|80|73|11|2
16906|7796|9040|28|92|35|1 
75110|11424|8397|41|52|38|5
81950|8267|14131|53|73|23|5
85434|8731|8397|47|97|40|1 
747|7078|12919|83|43|5|1 
41546|8168|7051|85|61|27|4
3729|6481|19305|58|22|39|4
67342|8207|2941|71|73|14|3
2141|8399|15238|89|73|2|1 
28165|9876|8397|40|73|33|1 
95754|8873|1552|72|73|44|2
6237|9545|1526|72|7|28|2
2423|10729|11992|46|73|25|2
88856|11858|8397|30|97|14|1 
67901|6585|5696|46|73|9|1 
31596|10873|6202|20|48|11|1 
8172|13941|1533|22|91|18|1 
5103|10220|16868|4|73|34|2
66744|9696|29|20|78|39|1 
14337|8194|1552|61|73|47|4
81042|9974|5696|14|73|11|1 
7466|8631|8397|31|16|29|1 
64578|7746|5746|74|92|49|1 
44614|19152|8397|92|73|40|1 
6166|9538|8397|77|73|8|1 
17651|7815|8397|99|1|16|1 
68641|8730|11917|45|29|33|1 
96075|18889|14749|17|16|26|5
98286|6517|8397|29|73|43|1 
45309|7963|8397|45|73|22|2
58667|9416|8397|93|73|44|2
56326|11601|10105|97|73|4|1 
60922|10944|790|22|73|15|1 
40232|8996|5746|96|92|36|1 
15182|11035|10670|30|73|49|1 
68432|8377|16771|38|73|15|1 
52653|13514|18527|41|73|34|1 
55933|12360|8397|65|34|11|1 
73217|8195|18725|95|88|21|3
90362|11138|8397|32|73|35|1 
52698|12341|10098|70|79|18|2
16194|10478|17162|30|100|13|3
93569|12218|5153|62|42|16|1 
64483|9995|17880|16|73|12|3
61062|15422|8397|94|79|44|3
867|1713|5746|62|73|49|2
87929|11518|8397|2|73|25|2
92957|10505|17880|52|56|21|3
68528|8554|12485|55|92|36|4
39613|11084|8397|8|15|18|5
41425|7638|13219|4|73|48|1 
4053|10162|7159|57|41|33|1 
6785|8129|8397|13|73|33|1 
69506|11808|8397|2|73|42|2
93117|7044|1361|81|73|29|1 
36150|8330|27|78|73|40|3
91637|10691|454|32|85|24|1 
99810|9570|3365|41|54|32|3
29479|10772|14837|38|73|21|1 
42296|12153|17332|23|92|13|1 
54682|6440|14525|57|55|17|4
55467|12580|11002|31|73|4|5
30736|10053|9982|94|43|41|4
99002|11521|8397|1|73|31|1 
88154|6715|15404|29|73|17|2
79281|11257|8397|96|92|11|1 
6851|745|18198|72|73|20|1 
40430|10586|13995|84|70|8|4
57635|9378|8397|71|39|45|1 
69091|9211|8392|46|33|50|1 
79342|9617|10532|78|25|1|4
2210|9797|4973|61|64|1|1 
74149|9976|8397|100|73|28|2
13735|10308|18499|80|73|41|1 
43533|13331|2691|23|73|18|1 
36790|10314|8397|6|73|12|3
14518|11365|5746|38|78|10|2
80377|13621|8397|42|73|36|1 
28300|9397|15108|29|73|36|4
26157|10285|7014|10|75|21|1 
98947|9465|9218|87|73|33|1 
79432|10594|6891|15|73|34|4
2303|8601|7013|61|43|8|1 
13766|13918|16570|92|89|38|2
40441|8007|13122|52|79|11|1 
82284|12609|11225|5|73|1|2
91608|9657|16868|22|43|19|2
22080|9188|4314|78|73|48|1 
81175|10177|17162|27|73|1|1 
37414|10949|4776|21|1|5|1 
52384|9053|8397|58|92|6|1 
13470|11039|4386|42|73|1|1 
59183|9596|4973|40|73|42|1 
98835|8311|8342|57|73|5|5
17410|8160|5746|81|73|9|1 
2427|9086|16838|87|73|20|5
59757|9803|8711|67|73|8|1 
77581|9307|10950|92|31|37|1 
23343|10823|8397|58|16|30|1 
72224|7478|5746|80|73|7|1 
43053|10386|5798|92|73|27|1 
19179|13723|8397|8|73|33|5
44325|12050|8802|65|90|2|1 
22904|12370|8397|46|48|33|1 
72876|8925|10702|32|95|2|1 
89237|8489|5746|76|73|22|1 
34742|10744|5746|57|73|29|2
24347|11464|2741|2|21|3|1 
21093|8492|9427|38|73|6|1 
76423|9985|17880|16|73|20|1 
16643|8637|6169|98|85|46|1 
27127|8762|25|51|73|38|1 
16467|10032|10867|29|73|15|2
33453|10329|18198|56|9|5|3
11262|7025|5936|37|73|31|2
37329|6914|15676|16|73|16|1 
21198|8143|5104|59|73|44|3
74411|13932|14067|27|92|33|1 
66024|11571|6695|26|85|13|1 
517|10243|17162|4|73|32|1 
25086|8283|5746|49|63|49|1 
15211|10227|4785|73|73|49|2
93970|8258|8397|69|73|6|1 
27137|6883|13668|47|34|9|2
3970|10054|4973|78|70|11|1 
20288|11850|8397|16|73|10|1 
45486|10273|14434|56|64|22|1 
69331|8013|3759|5|70|5|2
31193|8509|17162|53|37|19|1 
47384|11314|8397|74|73|2|1 
94272|10957|8397|89|73|7|1 
76532|11326|8397|75|73|2|5
22941|11503|2300|6|48|31|2
83725|6880|15046|61|41|18|1 
10624|8995|8748|9|73|27|3
8763|11359|18749|72|73|18|1 
18742|12290|6380|18|73|1|2
17623|9275|8397|33|73|3|2
31411|7610|5726|44|60|32|2
20292|11514|6202|9|73|6|5
34225|9638|8397|2|73|36|5
21320|11438|11818|18|54|50|1 
92295|11070|1655|11|92|32|3
29520|11028|5746|17|85|37|1 
401|11523|8397|21|73|41|5
97946|9451|5463|20|73|43|3
46523|6802|5746|19|73|23|1 
16980|8012|5696|21|73|2|1 
44049|9963|19176|79|16|5|2
7504|10454|17880|5|16|36|1 
82238|12152|7745|4|73|33|1 
32860|6066|15523|56|73|24|4
86017|11131|8397|73|79|21|2
96194|10649|11407|55|73|31|1 
42586|6108|14876|2|73|50|3
73969|7814|8397|37|92|7|1 
32907|9332|16719|65|92|44|1 
25828|8518|5543|43|73|44|1 
88456|6830|8397|24|73|6|1 
5735|13827|8703|96|73|9|1 
73677|10650|8397|93|31|17|1 
97927|10415|8397|1|95|33|2
86206|14712|10180|70|36|2|2
52540|10168|17853|15|94|7|3
25443|10588|19523|12|95|40|1 
5956|10240|19644|71|73|14|1 
48894|11484|8397|99|73|11|1 
79692|11084|4417|95|73|48|5
10305|9493|8397|71|73|40|4
54490|8360|9445|54|73|5|1 
96866|12206|4973|9|73|18|1 
42527|12730|8397|95|97|16|1 
82814|8684|4016|96|73|50|2
52898|10259|16444|41|99|29|1 
94673|3936|8397|78|73|38|1 
54966|11676|8397|8|16|8|1 
91584|10555|19916|25|45|46|1 
84375|9386|5746|16|29|35|1 
23506|11547|16719|98|3|37|4
56222|12256|16091|36|16|41|2
487|13224|16839|22|73|19|1 
56452|12136|12100|97|73|40|1 
98131|13442|8397|6|1|20|2
1982|8348|14951|31|48|9|1 
45203|8898|5746|2|73|27|2
92671|8325|8397|67|92|17|5
55691|11865|7475|5|95|37|5
50552|11208|10971|26|95|35|3
84598|9575|8397|80|73|29|1 
29312|9071|8397|13|32|29|1 
62813|10719|7760|5|73|27|1 
79516|11614|5686|95|73|32|1 
87751|13868|8397|8|73|35|4
93738|10396|10675|54|88|33|5
12090|10367|8342|62|90|39|1 
41912|9028|17329|28|26|33|5
14334|8740|8397|52|73|15|2
86707|11851|3412|42|32|11|1 
55648|10453|18749|18|73|26|1 
68578|10487|8397|32|73|32|1 
21834|8817|3704|97|73|1|2
37669|8697|17880|26|73|36|1 
10800|7446|17880|54|31|28|1 
96896|9718|17989|11|95|36|1 
66937|6112|8397|55|10|48|2
89080|10926|8397|77|93|33|1 
71234|9074|10237|81|85|13|1 
12731|7521|3160|24|41|5|1 
30301|6685|15326|20|92|43|1 
29686|11934|1273|20|73|47|1 
756|7810|14810|33|92|49|1 
53054|9917|8397|95|73|21|5
99140|9715|15019|94|41|4|1 
47183|8190|9020|38|73|1|1 
80511|11872|8397|90|73|19|2
54338|9610|7231|9|66|2|1 
3805|19885|8397|15|73|25|1 
12699|9418|8397|65|73|5|1 
77036|10746|15389|65|16|26|2
92367|13640|8342|44|95|10|5
35661|9197|12465|94|95|35|1 
9414|9578|15014|87|63|48|1 
73935|6154|6891|15|12|33|1 
52817|11778|14366|49|48|34|1 
6748|9413|15295|63|54|24|1 
36989|13182|17566|26|34|46|2
36365|12625|14440|6|73|28|1 
47213|11822|18496|81|61|28|3
60630|12550|8397|84|73|41|5
5808|8536|9669|30|73|36|1 
9045|12729|8397|34|46|8|2
93643|9527|1847|36|46|35|2
72750|12917|10013|5|73|8|1 
54|8887|8397|67|73|18|4
50427|11836|1328|49|73|5|1 
18557|10303|8397|80|73|22|3
33013|9232|2809|51|73|48|4
48096|11269|5746|48|73|29|1 
65243|9186|8397|18|31|26|2
99303|10478|18238|88|48|38|1 
95590|9928|8397|37|73|30|1 
63029|13717|16042|59|5|48|2
38591|7120|4288|9|32|29|1 
11467|11422|19616|30|70|44|1 
80293|8054|3412|79|73|20|4
12825|9475|5746|76|73|19|1 
20564|11073|8397|22|72|42|2
76788|8259|7312|13|78|14|2
39819|9289|8397|9|73|4|3
84483|11995|14456|35|73|45|1 
22950|7905|18518|3|95|15|1 
16768|13194|15606|8|73|46|1 
7854|11747|19131|16|62|13|1 
61269|11125|12217|10|73|15|2
31652|7289|8397|52|16|23|1 
45647|9598|17880|37|22|25|2
39762|9189|3182|83|73|11|2
27779|9347|16347|75|50|50|1 
33957|11165|8397|30|73|8|1 
93032|8162|17176|78|70|38|1 
51598|11093|13958|54|24|47|2
78153|8156|19872|6|73|48|4
8289|8007|18410|79|73|9|1 
15395|7466|1029|94|29|22|1 
7174|19850|8397|32|73|35|1 
92699|7838|9768|58|73|7|1 
19453|9002|8397|45|17|33|5
70775|9522|8397|83|73|8|1 
49091|9572|15710|50|28|21|1 
69732|10688|8397|27|58|45|3
37246|4462|9991|51|29|18|5
39112|8122|10596|44|73|10|1 
82050|8196|14295|93|73|37|2
16131|12895|8397|20|70|19|1 
35903|3183|10880|55|95|27|4
34462|13332|17989|9|63|38|1 
12552|13097|6724|13|73|50|1 
94415|6752|5575|75|85|39|2
65088|10927|15096|87|69|14|1 
57421|10896|18525|65|73|24|1 
21038|14296|16868|37|82|6|1 
94433|7792|9407|80|73|5|1 
826|9566|16868|80|73|6|1 
73939|11868|15108|100|73|20|2
65635|12617|9554|84|48|15|1 
876|1381|18571|68|76|12|2
46869|8997|15190|25|26|48|5
74607|8589|5246|47|95|46|1 
64915|9468|9867|86|73|28|1 
85847|6707|13615|36|30|30|1 
84985|12799|8397|94|73|45|1 
85795|10388|18262|78|92|20|5
23198|9728|11084|35|95|18|2
92782|6540|12960|3|5|32|1 
54259|9237|8397|65|1|24|4
89040|12067|13570|50|93|25|1 
92657|7508|8397|54|73|38|1 
20267|9232|4222|53|73|31|1 
76117|10214|8900|9|73|39|1 
344|10977|8397|17|73|39|5
88653|8173|8397|30|73|15|1 
60651|8871|15108|53|92|6|1 
61436|9043|3412|91|73|30|1 
92693|13367|8397|66|73|41|1 
2383|12755|8802|13|34|38|2
40327|11995|16923|86|11|41|4
95701|7532|17841|13|43|49|4
66247|9454|11225|74|73|33|1 
37331|9349|5696|35|73|10|1 
43409|10507|1266|66|69|4|1 
99938|16582|13153|65|12|12|1 
10608|8981|7853|32|73|40|1 
21126|10412|12277|17|73|18|1 
24871|7138|8397|49|29|45|1 
63107|11356|3152|62|73|24|1 
47288|11592|8397|67|90|18|1 
88585|10154|8397|78|100|48|4
72497|9026|1586|22|73|42|1 
17163|10025|395|59|95|22|1 
34743|15433|8397|26|16|34|4
70411|8354|1756|76|73|6|5
92078|11356|17551|59|22|14|2
65899|6633|9295|84|16|8|5
15138|7276|8397|52|73|2|1 
32667|8365|8397|51|73|42|1 
21310|9748|10584|15|92|26|1 
43563|6960|17103|2|73|8|1 
47190|11893|11432|64|73|12|2
11780|11950|18400|75|1|47|1 
26072|8351|15205|45|92|6|1 
54196|10351|8397|66|92|27|1 
77774|9602|5746|80|85|42|1 
52164|9217|16589|30|73|34|1 
88299|10870|1328|25|61|13|3
45769|10591|5746|9|1|25|1 
41664|13285|8397|39|43|39|5
88370|9320|18802|16|63|47|2
69388|8124|14681|6|99|27|5
58131|8884|18522|88|41|7|3
32557|12798|8397|22|73|22|1 
89589|11918|16614|36|31|36|1 
29412|11061|19247|80|73|41|1 
49583|6388|14810|48|73|42|4
87355|11827|11463|97|34|33|1 
21163|13838|17495|38|73|48|1 
28116|11740|4288|66|50|21|1 
22487|8651|5028|36|73|15|1 
45367|11967|98|54|73|43|1 
49760|9472|15075|69|95|2|2
55692|9585|7821|7|73|7|2
47445|7595|4367|4|9|1|1 
36321|7472|9998|24|73|22|3
39519|10659|7725|23|5|3|4
96028|13267|8397|57|73|48|1 
37970|9404|8397|29|73|46|4
21211|6344|1538|98|73|27|1 
76962|9708|8397|10|73|47|2
35156|10653|1328|4|73|47|5
66379|9634|7578|91|73|21|1 
70979|8023|17176|51|73|3|2
94353|11023|10299|58|73|24|1 
49075|9211|15460|34|16|36|2
24652|8035|4838|83|73|33|1 
45879|11508|8802|58|92|1|1 
88381|7558|12697|35|7|6|2
11822|9644|6739|75|73|19|1 
53273|11054|12396|37|63|7|1 
77595|10503|7886|20|73|12|1 
10349|10299|757|62|95|18|1 
71263|10247|4763|79|92|25|1 
21495|8030|11647|63|94|27|1 
42458|8517|8397|99|100|20|1 
71257|8961|8397|98|13|13|1 
98604|9510|8397|99|73|33|1 
69836|8599|8397|57|81|47|1 
84570|9995|8397|68|73|37|1 
35330|10280|7402|59|73|21|5
80114|7829|8397|38|16|36|1 
69618|8281|17297|39|73|25|1 
39929|10298|6881|6|73|28|1 
28006|9916|8434|100|61|32|1 
54554|11331|9237|62|1|21|1 
6661|8607|5577|85|73|4|1 
97577|7257|10252|85|10|20|2
46039|9658|5746|49|95|12|1 
74871|9542|1858|4|73|37|3
89125|5996|8397|36|92|3|1 
91504|10126|19169|33|10|45|1 
55087|7296|1580|7|92|35|2
26296|9196|8397|37|83|28|4
18923|9338|4214|80|73|41|3
76244|11746|18860|54|73|19|1 
26324|9276|8397|91|3|9|1 
91876|7479|8397|48|73|44|1 
95203|12530|6588|23|73|3|5
74387|12794|8357|91|73|4|1 
29529|10128|16216|82|92|7|1 
98477|9324|4354|4|73|30|1 
91649|8002|4401|31|5|48|1 
26408|11252|1807|20|31|27|1 
24740|10574|14616|65|73|34|1 
87362|8255|5936|4|73|44|2
5776|11695|5320|37|73|1|2
32970|13628|15193|47|73|16|1 
78472|7597|8397|18|73|27|2
4601|9000|2955|24|84|38|1 
46700|10803|8397|44|73|16|1 
46217|7415|1266|9|48|18|2
77853|9353|5732|59|73|30|2
85520|9095|14554|30|73|17|1 
86847|10038|8248|52|42|31|5
6828|6538|5913|69|46|37|2
99839|11809|5746|51|73|12|1 
3166|8922|13764|53|92|37|1 
84709|7809|16868|66|43|47|2
72614|6629|1892|97|19|23|1 
83968|5006|12350|77|73|37|1 
65040|8666|12380|50|73|10|5
12653|8675|19072|97|73|38|1 
68497|9558|2397|58|43|28|1 
88379|11889|11625|62|22|4|1 
21749|10398|8397|72|100|30|1 
95717|9648|8397|66|73|5|5
5835|11179|8425|48|1|44|1 
56578|9571|16038|61|73|35|1 
74589|9651|8397|52|73|10|1 
56495|8604|11512|69|73|27|3
45123|8448|14393|57|73|7|4
77262|11685|13087|8|73|49|5
82490|9838|17134|70|73|41|1 
89675|7482|3426|34|30|38|3
